Wall time,Step,Value
1638631992.143067,49,0.314777672290802
1638632021.4094543,99,0.28027278184890747
1638632064.6283264,149,0.13821259140968323
1638632093.925709,199,0.05144234374165535
1638632123.9301114,249,0.17731931805610657
1638632168.684917,299,0.45059263706207275
1638632199.0203218,349,0.19870416820049286
1638632229.5314949,399,0.5483271479606628
1638632274.9092886,449,0.21426044404506683
1638632305.7471342,499,0.17529667913913727
1638632336.6827147,549,0.07777690887451172
1638632381.4564629,599,0.031849294900894165
1638632411.773425,649,0.06008259952068329
1638632456.4934132,699,0.07961336523294449
1638632487.3099325,749,0.07711359858512878
1638632518.3295946,799,0.03725812956690788
1638632563.4949353,849,0.13440293073654175
1638632594.0089393,899,0.0750792995095253
1638632623.922916,949,0.14700600504875183
1638632668.3211346,999,0.08306334167718887
1638632700.121949,1049,0.016799047589302063
1638632730.4756968,1099,0.013778294436633587
1638632776.5739522,1149,0.08833467215299606
1638632808.2609704,1199,0.007862480357289314
1638632852.8330932,1249,0.03234149515628815
1638632883.6884367,1299,0.02268170565366745
1638632914.34267,1349,0.015357771888375282
1638632958.804137,1399,0.24908329546451569
1638632989.416017,1449,0.27731209993362427
1638633020.0130858,1499,0.10703123360872269
1638633064.4367716,1549,0.006311752833425999
1638633094.900974,1599,0.059530071914196014
1638633125.9777746,1649,0.05284370854496956
1638633171.4907284,1699,0.060674067586660385
1638633202.7599776,1749,0.005631493404507637
1638633248.6247897,1799,0.0366828590631485
1638633279.3885803,1849,0.02256275899708271
1638633309.9615717,1899,0.01650649681687355
1638633355.6201973,1949,0.057764843106269836
1638633386.1171958,1999,0.0983567088842392
1638633416.1381493,2049,0.19924214482307434
1638633460.8183722,2099,0.040482982993125916
1638633491.0589747,2149,0.010648630559444427
1638633521.83468,2199,0.003074295585975051
1638633566.9999487,2249,0.16443632543087006
1638633598.1349516,2299,0.03634016588330269
1638633643.9639478,2349,0.005581752397119999
1638633674.1501567,2399,0.010773904621601105
1638633705.5628335,2449,0.08172338455915451
1638633749.8304214,2499,0.20370346307754517
1638633780.5943465,2549,0.0156186418607831
1638633811.180055,2599,0.14422179758548737
1638633856.297327,2649,0.04562447592616081
1638633887.3732278,2699,0.02150195837020874
1638633918.12885,2749,0.003876461647450924
