Wall time,Step,Value
1638750893.2109313,49,0.19876016676425934
1638750931.3563988,99,0.3853420615196228
1638750984.4973338,149,0.09175581485033035
1638751010.9167717,199,0.19337935745716095
1638751042.7969146,249,0.4554576873779297
1638751088.919693,299,0.14897087216377258
1638751120.4264562,349,0.11287058889865875
1638751150.01586,399,0.11807602643966675
1638751195.1774015,449,0.12007580697536469
1638751223.4418855,499,0.5325739979743958
1638751250.1953578,549,0.17274177074432373
1638751292.2340286,599,0.23250003159046173
1638751318.2181537,649,0.3532063364982605
1638751362.578286,699,0.052338868379592896
1638751389.297153,749,0.16075697541236877
1638751419.1549165,799,0.25486135482788086
1638751463.065939,849,0.08056072890758514
1638751489.2126913,899,0.08624666929244995
1638751515.9439876,949,0.22418367862701416
1638751558.6896384,999,0.07740150392055511
1638751583.1270666,1049,0.2744936943054199
1638751610.355382,1099,0.06379967927932739
1638751652.9951985,1149,0.023887287825345993
1638751679.76293,1199,0.11630111187696457
1638751723.7966359,1249,0.1020498052239418
1638751751.3361647,1299,0.27756789326667786
1638751777.9438741,1349,0.015365634113550186
1638751822.6747212,1399,0.5363801121711731
1638751851.456047,1449,0.0031501876655966043
1638751878.09056,1499,0.3599078357219696
1638751923.296027,1549,0.15986663103103638
1638751951.4945526,1599,0.04267701879143715
1638751977.7548695,1649,0.020747918635606766
1638752021.2584958,1699,0.09576299786567688
1638752048.1785345,1749,0.1657644361257553
1638752097.53635,1799,0.13014468550682068
1638752123.673703,1849,0.26474112272262573
1638752149.8025513,1899,0.07007835805416107
1638752191.8433945,1949,0.032648466527462006
1638752216.4380136,1999,0.03776833042502403
1638752241.0894852,2049,0.05548733472824097
1638752285.1230807,2099,1.0897870063781738
1638752310.5693321,2149,0.19429610669612885
1638752336.444508,2199,0.041515372693538666
1638752378.8556871,2249,0.03128952533006668
1638752406.2019968,2299,0.024206167086958885
1638752449.313093,2349,0.07615503668785095
1638752475.7618215,2399,0.5381145477294922
1638752501.606956,2449,0.056168604642152786
1638752543.957264,2499,0.021784719079732895
1638752573.2902627,2549,0.005073128268122673
1638752601.0577536,2599,0.03407585993409157
1638752644.6771188,2649,0.0926794782280922
1638752678.5128617,2699,0.08808675408363342
1638752716.4753683,2749,0.11087298393249512
