Wall time,Step,Value
1638636512.662539,137,0.9518836140632629
1638636629.8650615,275,0.9472456574440002
1638636755.8500597,413,0.8836698532104492
1638636879.8022184,551,0.707595705986023
1638637009.1326659,689,0.8063356280326843
1638637134.9968817,827,0.8013443350791931
1638637262.3212662,965,0.8786072134971619
1638637391.5853107,1103,0.8975363373756409
1638637516.410741,1241,0.9138056039810181
1638637642.425447,1379,0.8999987840652466
1638637768.1183288,1517,0.9069634675979614
1638637890.4973233,1655,0.9226169586181641
1638638014.393471,1793,0.8996830582618713
1638638139.6663148,1931,0.9056794047355652
1638638263.812351,2069,0.8986173272132874
1638638386.0677195,2207,0.9167477488517761
1638638509.1322703,2345,0.9134258031845093
1638638631.1484795,2483,0.9267511367797852
1638638757.1241508,2621,0.9247050881385803
1638638879.853793,2759,0.9387349486351013
