Wall time,Step,Value
1638634000.1850061,49,0.3440677523612976
1638634035.2850952,99,1.3471977710723877
1638634085.3020763,149,0.186501145362854
1638634120.3911316,199,0.10822653770446777
1638634156.3477104,249,0.28826844692230225
1638634209.0073047,299,0.18518468737602234
1638634248.3892128,349,0.1798573136329651
1638634286.7308826,399,0.3089693486690521
1638634338.945027,449,0.18836255371570587
1638634378.2377653,499,0.2676689028739929
1638634416.8626359,549,0.15428441762924194
1638634469.8807476,599,0.29787227511405945
1638634508.2580276,649,0.10515259951353073
1638634561.3985784,699,0.10828036814928055
1638634600.2330391,749,0.05477135628461838
1638634638.6153383,799,0.13851836323738098
1638634690.6835845,849,0.12490122020244598
1638634728.7721007,899,0.12489885091781616
1638634767.1444898,949,0.5158148407936096
1638634819.5208073,999,0.048673395067453384
1638634857.4152963,1049,0.07954587042331696
1638634897.1786387,1099,0.04091356322169304
1638634950.9452448,1149,0.078849658370018
1638634989.0901737,1199,0.15201285481452942
1638635043.7557087,1249,0.13260138034820557
1638635082.9965043,1299,0.14480730891227722
1638635123.2429101,1349,0.13257843255996704
1638635182.0254693,1399,0.19772444665431976
1638635220.0962245,1449,0.12939691543579102
1638635258.9724338,1499,0.655737578868866
1638635311.515364,1549,0.11270947754383087
1638635350.067168,1599,0.030291857197880745
1638635387.407384,1649,0.0937538892030716
1638635441.9822288,1699,0.2999427914619446
1638635479.4485903,1749,0.1847853660583496
1638635531.5315363,1799,0.10759910941123962
1638635569.3830485,1849,0.010412183590233326
1638635607.7071352,1899,0.295820027589798
1638635660.4265604,1949,0.27607306838035583
1638635700.116642,1999,0.039454057812690735
1638635739.8207052,2049,0.02519874833524227
1638635792.8313377,2099,0.36503902077674866
1638635831.7599654,2149,0.15680406987667084
1638635870.4041817,2199,0.3036031424999237
1638635922.8489318,2249,0.1325187385082245
1638635961.0573633,2299,0.012383326888084412
1638636013.626931,2349,0.10684710741043091
1638636051.60838,2399,0.1110636293888092
1638636089.6547203,2449,0.06865307688713074
1638636141.9622662,2499,0.22747020423412323
1638636181.2083635,2549,0.23647992312908173
1638636219.1077485,2599,0.1742473840713501
1638636271.6685522,2649,0.2881406545639038
1638636310.2940953,2699,0.11143514513969421
1638636349.495276,2749,0.273040235042572
